ID Cliente,Zona,País,Tipo de producto,Canal de venta,Prioridad,Fecha pedido,ID Pedido,Fecha envío,Unidades,Precio Unitario,Coste unitario,Importe venta total,Importe Coste total,Estado del pedido,Método de pago,Descuento aplicado,Número de seguimiento,Hora del pedido,Tipo de envío
C2768,Europa,Georgia,MINI HERE,Offline,Baja,8/1/2021,276825702,8/11/2021,7732,9.33,6.92,72139.56,53505.44,Devuelto,Transferencia bancaria,15%,KLMNOPQRST,22:29,Envío a domicilio
C9637,Australia y Oceanía,Nauru,MINI HERE,Online,Media,11/6/2021,963766896,11/21/2021,8896,668.27,502.54,5944929.92,4470595.84,Procesando,Tarjeta de débito,20%,UVWXYZ1235,15:10,Envío estándar
C2962,Australia y Oceanía,Solomon Islands,MINI HERE,Online,Baja,11/6/2022,296272361,11/11/2022,2430,651.21,524.96,1582440.3,1275652.8,Enviado,Efectivo,25%,567890ABCDE,1:48,Envío internacional
C7884,Asia,Thailand,MINI HERE,Offline,Crítica,6/28/2020,788453423,8/4/2020,9744,255.28,159.42,2487448.32,1553388.48,Enviado,Tarjeta de crédito,30%,FGHJKLMNO,17:22,Envío prioritario
C5247,Europa,Russia,MINI HERE,Offline,Media,2/3/2021,524733912,2/8/2021,9280,205.7,117.11,1908896,1086780.8,Entregado,PayPal,35%,PQRSTUVWXYZ,13:56,Envío rápido
C8098,Australia y Oceanía,Samoa ,MINI HERE,Online,Media,10/18/2022,809850156,11/4/2022,1513,9.33,6.92,14116.29,10469.96,Pendiente,Transferencia bancaria,40%,1234567890A,2:33,Envío terrestre
C3188,Australia y Oceanía,Vanuatu,MINI HERE,Offline,Baja,9/18/2022,318850982,10/6/2022,3946,152.58,97.44,602080.68,384498.24,Enviado,Tarjeta de débito,45%,BCDEFGHIJKL,8:19,Envío aéreo
C9470,África,Lesotho,MINI HERE,Offline,Alta,3/23/2021,947097718,4/10/2021,6116,9.33,6.92,57062.28,42322.72,Cancelado,Efectivo,50%,MNOPQRSTUVW,14:44,Envío urgente
C1602,Australia y Oceanía,Solomon Islands,MINI HERE,Online,Alta,7/14/2020,160264194,7/28/2020,4591,47.45,31.79,217842.95,145947.89,Entregado,Tarjeta de crédito,5%,XYZ1234568,18:13,Envío económico
C4443,Asia,Taiwan,MINI HERE,Offline,Crítica,5/23/2020,444336736,6/9/2020,7969,152.58,97.44,1215910.02,776499.36,Enviado,PayPal,10%,ABCDEFGHIJ,5:53,Envío express
C7556,Asia,Singapore,MINI HERE,Online,Baja,5/19/2022,755614173,6/14/2022,1880,154.06,90.93,289632.8,170948.4,Procesando,Transferencia bancaria,15%,KLMNOPQRST,21:26,Envío a domicilio
C5707,África,Ghana,MINI HERE,Offline,Media,10/6/2022,570707833,10/7/2022,3985,154.06,90.93,613929.1,362356.05,Pendiente,Tarjeta de débito,20%,UVWXYZ1235,11:01,Envío estándar
C3365,Europa,Belarus,MINI HERE,Offline,Alta,7/2/2022,336541545,8/18/2022,8977,47.45,31.79,425958.65,285378.83,Entregado,Efectivo,25%,567890ABCDE,7:38,Envío nacional
C1203,África,Lesotho,MINI HERE,Offline,Crítica,2/3/2020,120351636,2/26/2020,3578,152.58,97.44,545931.24,348640.32,Devuelto,Tarjeta de crédito,30%,FGHJKLMNO,23:09,Envío prioritario
C9596,África,Democratic Republic of the Congo,MINI HERE,Online,Crítica,7/30/2021,959686934,9/2/2021,1545,205.7,117.11,317806.5,180934.95,Cancelado,PayPal,35%,PQRSTUVWXYZ,16:44,Envío internacional
C8124,Europa,San Marino,MINI HERE,Online,Baja,12/25/2021,812408769,2/8/2022,8663,9.33,6.92,80825.79,59947.96,Pendiente,Transferencia bancaria,40%,1234567890A,3:20,Envío rápido
C4066,África,Mauritius ,MINI HERE,Online,Media,1/3/2021,406690967,1/11/2021,7749,9.33,6.92,72298.17,53623.08,Procesando,Tarjeta de débito,45%,BCDEFGHIJKL,20:56,Envío terrestre
C9910,Europa,Kosovo,MINI HERE,Online,Media,8/14/2021,991019856,9/25/2021,3653,154.06,90.93,562781.18,332167.29,Pendiente,Efectivo,50%,MNOPQRSTUVW,9:31,Envío aéreo
C2841,África,Tunisia ,MINI HERE,Offline,Alta,1/15/2020,284194266,1/16/2020,8254,154.06,90.93,1271611.24,750536.22,Devuelto,Tarjeta de crédito,5%,XYZ1234568,15:04,Envío urgente
C1253,Europa,Czech Republic,MINI HERE,Online,Alta,6/20/2021,125325524,6/24/2021,5463,651.21,524.96,3557560.23,2867856.48,Enviado,PayPal,10%,ABCDEFGHIJ,4:39,Envío económico
C6238,Australia y Oceanía,Federated States of Micronesia,MINI HERE,Offline,Baja,7/2/2021,623837459,7/10/2021,6222,437.2,263.33,2720258.4,1638439.26,Procesando,Transferencia bancaria,15%,KLMNOPQRST,19:15,Envío express
C6094,Europa,Estonia,MINI HERE,Offline,Media,11/8/2021,609466397,12/10/2021,3506,668.27,502.54,2342954.62,1761905.24,Cancelado,Tarjeta de débito,20%,UVWXYZ1235,10:50,Envío a domicilio
C7822,Asia,Nepal,MINI HERE,Offline,Baja,5/10/2020,782261168,6/15/2020,7318,9.33,6.92,68276.94,50640.56,Entregado,Efectivo,25%,567890ABCDE,6:17,Envío estándar
C5625,África,Democratic Republic of the Congo,MINI HERE,Offline,Media,12/15/2020,562583100,1/24/2021,9696,47.45,31.79,460075.2,308235.84,Procesando,Tarjeta de crédito,30%,FGHJKLMNO,22:42,Envío internacional
C3411,Asia,Singapore,MINI HERE,Offline,Alta,11/9/2020,341106021,11/12/2020,9707,152.58,97.44,1481094.06,945850.08,Enviado,PayPal,35%,PQRSTUVWXYZ,12:19,Envío prioritario
C1288,Asia,India,MINI HERE,Online,Alta,7/11/2020,128816258,7/12/2020,8448,47.45,31.79,400857.6,268561.92,Entregado,Transferencia bancaria,40%,1234567890A,1:57,Envío rápido
C9070,África,Angola,MINI HERE,Offline,Media,4/4/2022,907012641,5/19/2022,4051,205.7,117.11,833290.7,474412.61,Pendiente,Tarjeta de débito,45%,BCDEFGHIJKL,17:30,Envío terrestre
C5773,Asia,Kyrgyzstan,MINI HERE,Online,Crítica,3/5/2020,577306497,3/12/2020,6676,255.28,159.42,1704249.28,1064287.92,Cancelado,Efectivo,50%,MNOPQRSTUVW,13:03,Envío aéreo
C7116,África,Burundi,MINI HERE,Offline,Crítica,8/31/2021,711621654,9/2/2021,3516,668.27,502.54,2349637.32,1766930.64,Devuelto,Tarjeta de crédito,5%,XYZ1234568,2:41,Envío urgente
C7021,África,South Africa,MINI HERE,Online,Media,3/23/2020,702194440,3/30/2020,3794,651.21,524.96,2470690.74,1991698.24,Procesando,PayPal,10%,ABCDEFGHIJ,8:13,Envío económico
C9115,Europa,Georgia,MINI HERE,Offline,Baja,8/14/2022,911573684,9/19/2022,3765,205.7,117.11,774460.5,440919.15,Enviado,Transferencia bancaria,15%,KLMNOPQRST,14:48,Envío express
C4226,África,The Gambia,MINI HERE,Offline,Baja,9/19/2021,422620713,10/5/2021,1715,47.45,31.79,81376.75,54519.85,Pendiente,Tarjeta de débito,20%,UVWXYZ1235,18:25,Envío a domicilio
C1885,Asia,Nepal,MINI HERE,Online,Crítica,10/18/2020,188509356,10/31/2020,2963,668.27,502.54,1980084.01,1489026.02,Procesando,Efectivo,25%,567890ABCDE,5:01,Envío estándar
C7827,Europa,Albania,MINI HERE,Online,Media,9/7/2020,782725942,9/15/2020,4855,154.06,90.93,747961.3,441465.15,Devuelto,Tarjeta de crédito,30%,FGHJKLMNO,21:34,Envío nacional
C1490,Centroamérica y Caribe,Dominica,MINI HERE,Online,Crítica,3/4/2021,149069297,3/22/2021,1772,651.21,524.96,1153944.12,930229.12,Enviado,PayPal,35%,PQRSTUVWXYZ,11:08,Envío prioritario
C3516,África,Oman,MINI HERE,Online,Media,6/16/2022,351650750,7/9/2022,126,47.45,31.79,5978.7,4005.54,Entregado,Transferencia bancaria,40%,1234567890A,7:45,Envío internacional
C8248,África,Ethiopia,MINI HERE,Online,Media,11/6/2020,824894130,12/20/2020,3359,205.7,117.11,690946.3,393372.49,Cancelado,Tarjeta de débito,45%,BCDEFGHIJKL,23:21,Envío rápido
C6235,Centroamérica y Caribe,Saint Kitts and Nevis ,MINI HERE,Online,Alta,8/21/2021,623535764,9/1/2021,6944,47.45,31.79,329492.8,220749.76,Devuelto,Efectivo,50%,MNOPQRSTUVW,16:57,Envío terrestre
C6726,África,The Gambia,MINI HERE,Online,Media,7/5/2020,672624480,8/22/2020,3386,154.06,90.93,521647.16,307888.98,Pendiente,Tarjeta de crédito,5%,XYZ1234568,3:33,Envío aéreo
C6175,África,Rwanda,MINI HERE,Online,Media,2/15/2022,617521607,3/24/2022,7221,437.2,263.33,3157021.2,1901505.93,Procesando,PayPal,10%,ABCDEFGHIJ,20:10,Envío urgente
C1739,Asia,Japan,MINI HERE,Offline,Crítica,7/19/2021,173900973,7/19/2021,17,9.33,6.92,158.61,117.64,Enviado,Transferencia bancaria,15%,KLMNOPQRST,9:47,Envío económico
C4777,Europa,Ireland,MINI HERE,Online,Baja,10/24/2022,477748906,11/18/2022,5373,154.06,90.93,827764.38,488566.89,Entregado,Tarjeta de débito,20%,UVWXYZ1235,15:22,Envío express
C9353,Europa,Andorra,MINI HERE,Offline,Media,5/11/2020,935364234,6/14/2020,3918,255.28,159.42,1000187.04,624607.56,Cancelado,Efectivo,25%,567890ABCDE,4:59,Envío a domicilio
C5733,Asia,Kazakhstan,MINI HERE,Online,Crítica,6/15/2020,573358285,6/29/2020,8313,152.58,97.44,1268397.54,810018.72,Enviado,Tarjeta de crédito,30%,FGHJKLMNO,19:33,Envío estándar
C2886,Europa,Italy,MINI HERE,Offline,Alta,8/17/2022,288654887,9/29/2022,8251,154.06,90.93,1271149.06,750263.43,Procesando,PayPal,35%,PQRSTUVWXYZ,10:06,Envío internacional
C5984,África,Tanzania,MINI HERE,Offline,Baja,2/1/2021,598490369,2/7/2021,5455,152.58,97.44,832323.9,531535.2,Devuelto,Transferencia bancaria,40%,1234567890A,6:41,Envío prioritario
C2904,Centroamérica y Caribe,Antigua and Barbuda ,MINI HERE,Offline,Crítica,6/15/2020,290413558,7/19/2020,8680,109.28,35.84,948550.4,311091.2,Pendiente,Tarjeta de débito,45%,BCDEFGHIJKL,22:16,Envío rápido
C4722,África,Qatar,MINI HERE,Online,Media,1/13/2020,472285783,1/27/2020,8713,437.2,263.33,3809323.6,2294394.29,Entregado,Efectivo,50%,MNOPQRSTUVW,12:54,Envío terrestre
C5222,África,Jordan,MINI HERE,Offline,Media,12/16/2020,522280871,1/12/2021,3371,421.89,364.69,1422191.19,1229369.99,Cancelado,Tarjeta de crédito,5%,XYZ1234568,1:27,Envío aéreo
C3388,Centroamérica y Caribe,El Salvador,MINI HERE,Online,Baja,11/27/2021,338885152,12/11/2021,2502,668.27,502.54,1672011.54,1257355.08,Procesando,PayPal,10%,ABCDEFGHIJ,17:01,Envío urgente
C7908,Australia y Oceanía,Tonga,MINI HERE,Offline,Baja,7/12/2020,790897452,7/17/2020,2986,668.27,502.54,1995454.22,1500584.44,Enviado,Transferencia bancaria,15%,KLMNOPQRST,13:36,Envío económico
C5674,África,Madagascar,MINI HERE,Offline,Alta,8/6/2020,567429101,9/19/2020,3735,421.89,364.69,1575759.15,1362117.15,Pendiente,Tarjeta de débito,20%,UVWXYZ1235,2:11,Envío express
C2279,África,Seychelles ,MINI HERE,Offline,Media,12/29/2021,227903926,1/10/2022,691,255.28,159.42,176398.48,110159.22,Devuelto,Efectivo,25%,567890ABCDE,8:45,Envío a domicilio
C8520,África,Swaziland,MINI HERE,Offline,Media,2/23/2022,852058255,2/28/2022,1827,47.45,31.79,86691.15,58080.33,Entregado,Tarjeta de crédito,30%,FGHJKLMNO,14:20,Envío estándar
C8899,Australia y Oceanía,Tonga,MINI HERE,Online,Crítica,4/25/2020,889940917,4/30/2020,2149,205.7,117.11,442049.3,251669.39,Procesando,PayPal,35%,PQRSTUVWXYZ,18:52,Envío nacional
C2119,África,Azerbaijan,MINI HERE,Offline,Media,11/16/2021,211913239,11/27/2021,8692,47.45,31.79,412435.4,276318.68,Enviado,Transferencia bancaria,40%,1234567890A,5:29,Envío prioritario
C5586,África,Madagascar,MINI HERE,Offline,Crítica,8/10/2022,558649051,8/15/2022,5523,205.7,117.11,1136081.1,646798.53,Pendiente,Tarjeta de débito,45%,BCDEFGHIJKL,21:05,Envío internacional
C5911,África,Iran,MINI HERE,Online,Alta,7/16/2021,591134679,8/23/2021,8743,255.28,159.42,2231913.04,1393809.06,Cancelado,Efectivo,50%,MNOPQRSTUVW,11:40,Envío rápido
C8406,Australia y Oceanía,New Zealand,MINI HERE,Offline,Baja,5/27/2022,840668952,7/10/2022,1479,437.2,263.33,646618.8,389465.07,Devuelto,Tarjeta de crédito,5%,XYZ1234568,7:17,Envío terrestre
C5588,África,Democratic Republic of the Congo,MINI HERE,Online,Crítica,9/29/2020,558863198,10/23/2020,8894,668.27,502.54,5943593.38,4469590.76,Enviado,PayPal,10%,ABCDEFGHIJ,23:49,Envío aéreo
C8676,Europa,Lithuania,MINI HERE,Offline,Baja,7/12/2022,867641246,7/27/2022,3180,255.28,159.42,811790.4,506955.6,Procesando,Transferencia bancaria,15%,KLMNOPQRST,16:24,Envío urgente
C7092,África,Seychelles ,MINI HERE,Online,Baja,9/4/2022,709239423,9/24/2022,8561,205.7,117.11,1760997.7,1002578.71,Pendiente,Tarjeta de débito,20%,UVWXYZ1235,3:54,Envío económico
C8962,Europa,Croatia,MINI HERE,Online,Crítica,10/20/2020,896206557,11/16/2020,6291,205.7,117.11,1294058.7,736739.01,Enviado,Efectivo,25%,567890ABCDE,20:28,Envío express
C9614,África,Swaziland,MINI HERE,Online,Crítica,8/26/2022,961403977,10/5/2022,9656,255.28,159.42,2464983.68,1539359.52,Devuelto,Tarjeta de crédito,30%,FGHJKLMNO,9:03,Envío a domicilio
C5080,Asia,Singapore,MINI HERE,Online,Alta,6/27/2021,508005511,8/15/2021,8975,152.58,97.44,1369405.5,874524,Procesando,PayPal,35%,PQRSTUVWXYZ,15:39,Envío estándar
C5594,Europa,Germany,MINI HERE,Online,Crítica,6/5/2022,559497487,6/14/2022,6595,9.33,6.92,61531.35,45637.4,Entregado,Transferencia bancaria,40%,1234567890A,4:11,Envío internacional
C4096,Europa,Norway,MINI HERE,Online,Baja,12/20/2020,409678733,1/2/2021,1896,437.2,263.33,828931.2,499273.68,Cancelado,Tarjeta de débito,45%,BCDEFGHIJKL,19:46,Envío prioritario
C7726,Asia,Malaysia,MINI HERE,Online,Media,8/10/2021,772660577,8/26/2021,6290,437.2,263.33,2749988,1656345.7,Pendiente,Efectivo,50%,MNOPQRSTUVW,10:20,Envío rápido
C6328,Europa,Austria,MINI HERE,Online,Crítica,1/29/2022,632866847,2/12/2022,8219,47.45,31.79,389991.55,261282.01,Devuelto,Tarjeta de crédito,5%,XYZ1234568,6:56,Envío terrestre
C3950,Asia,Malaysia,MINI HERE,Online,Media,7/10/2020,395033872,7/23/2020,8156,152.58,97.44,1244442.48,794720.64,Enviado,PayPal,10%,ABCDEFGHIJ,22:33,Envío aéreo
C5342,África,Lesotho,MINI HERE,Offline,Alta,8/20/2022,534210479,8/29/2022,3607,81.73,56.67,294800.11,204408.69,Procesando,Transferencia bancaria,15%,KLMNOPQRST,12:07,Envío urgente
C2457,África,Benin,MINI HERE,Offline,Alta,3/18/2020,245757997,3/30/2020,4107,9.33,6.92,38318.31,28420.44,Entregado,Tarjeta de débito,20%,UVWXYZ1235,1:34,Envío económico
C5953,Europa,Greece,MINI HERE,Offline,Baja,3/5/2021,595350253,3/24/2021,6225,651.21,524.96,4053782.25,3267876,Cancelado,Efectivo,25%,567890ABCDE,17:08,Envío express
C4689,Europa,Lithuania,MINI HERE,Offline,Baja,6/3/2022,468973577,7/13/2022,8558,205.7,117.11,1760380.6,1002227.38,Pendiente,Tarjeta de crédito,30%,FGHJKLMNO,13:42,Envío a domicilio
C6229,África,Comoros,MINI HERE,Offline,Alta,9/2/2022,622926795,9/26/2022,6736,421.89,364.69,2841851.04,2456551.84,Enviado,PayPal,35%,PQRSTUVWXYZ,2:18,Envío estándar
C5338,Asia,Myanmar,MINI HERE,Offline,Media,1/17/2021,533821237,2/21/2021,8421,668.27,502.54,5627501.67,4231889.34,Procesando,Transferencia bancaria,40%,1234567890A,8:50,Envío nacional
C6485,África,Ethiopia,MINI HERE,Online,Baja,5/14/2021,648580729,6/4/2021,8306,81.73,56.67,678849.38,470701.02,Entregado,Tarjeta de débito,45%,BCDEFGHIJKL,9:15,Envío prioritario
C1344,África,Guinea,MINI HERE,Offline,Crítica,2/16/2022,134441602,4/5/2022,3112,205.7,117.11,640138.4,364446.32,Cancelado,Efectivo,50%,MNOPQRSTUVW,14:29,Envío internacional
C9289,Centroamérica y Caribe,Saint Lucia,MINI HERE,Offline,Baja,10/21/2020,928952682,11/5/2020,6597,437.2,263.33,2884208.4,1737188.01,Devuelto,Tarjeta de crédito,5%,XYZ1234568,18:42,Envío rápido
C9899,África,Eritrea,MINI HERE,Offline,Media,12/27/2020,989975297,2/7/2021,4545,651.21,524.96,2959749.45,2385943.2,Enviado,PayPal,10%,DEFGHIJKLMN,5:53,Envío terrestre
C1456,África,Niger,MINI HERE,Offline,Baja,5/21/2022,145683276,6/18/2022,9774,81.73,56.67,798829.02,553892.58,Procesando,Transferencia bancaria,15%,OPQRSTUVWXY,21:07,Envío aéreo
C5445,Centroamérica y Caribe,Barbados,MINI HERE,Online,Media,3/29/2022,544562947,5/11/2022,7132,437.2,263.33,3118110.4,1878069.56,Pendiente,Tarjeta de débito,20%,Z1234567891,11:36,Envío urgente
C8054,Australia y Oceanía,Tonga,MINI HERE,Offline,Crítica,6/30/2022,805413138,8/10/2022,8501,152.58,97.44,1297082.58,828337.44,Enviado,Efectivo,25%,1234ABCDEFGHI,7:24,Envío económico
C9673,Asia,Indonesia,MINI HERE,Offline,Baja,8/19/2022,967345178,9/29/2022,7789,47.45,31.79,369588.05,247612.31,Devuelto,Tarjeta de crédito,30%,JKLMNOPQRS,23:45,Envío express
C2397,Asia,Indonesia,MINI HERE,Online,Alta,2/7/2021,239782893,3/28/2021,5941,109.28,35.84,649232.48,212925.44,Cancelado,PayPal,35%,TUVWXYZ5679,16:58,Envío a domicilio
C1524,África,Lebanon,MINI HERE,Offline,Crítica,6/27/2022,152462613,8/1/2022,5930,81.73,56.67,484658.9,336053.1,Procesando,Transferencia bancaria,40%,90ABCDEFGH,3:17,Envío estándar
C5054,África,Afghanistan,MINI HERE,Online,Crítica,10/1/2021,505433166,10/9/2021,7760,109.28,35.84,848012.8,278118.4,Entregado,Tarjeta de débito,45%,IJKLMNOPQR,20:28,Envío internacional
C7190,Europa,Hungary,MINI HERE,Offline,Baja,11/4/2022,719055879,12/14/2022,3468,9.33,6.92,32356.44,23998.56,Pendiente,Efectivo,50%,STUVWXYZ13,8:39,Envío prioritario
C2840,África,Gabon,MINI HERE,Offline,Media,2/11/2020,284004580,3/22/2020,2121,437.2,263.33,927301.2,558522.93,Enviado,Tarjeta de crédito,5%,34567890ABC,12:51,Envío rápido
C1112,Asia,Mongolia,MINI HERE,Offline,Media,8/7/2022,111265599,9/7/2022,4818,651.21,524.96,3137529.78,2529257.28,Cancelado,PayPal,10%,DEFGHIJKLMN,4:03,Envío terrestre
C2821,Norteamérica,Canada,MINI HERE,Offline,Baja,2/28/2021,282137763,3/25/2021,9689,255.28,159.42,2473407.92,1544620.38,Devuelto,Transferencia bancaria,15%,OPQRSTUVWXY,19:20,Envío aéreo
C4982,África,Afghanistan,MINI HERE,Online,Alta,5/11/2021,498232400,6/27/2021,6894,668.27,502.54,4607053.38,3464510.76,Procesando,Tarjeta de débito,20%,Z1234567891,10:34,Envío urgente
C5314,Europa,Liechtenstein,MINI HERE,Offline,Media,1/2/2022,531473338,1/11/2022,3626,205.7,117.11,745868.2,424640.86,Pendiente,Efectivo,25%,1234ABCDEFGHI,6:45,Envío económico
C6740,Centroamérica y Caribe,Honduras,MINI HERE,Online,Crítica,4/23/2022,674096906,6/1/2022,9109,255.28,159.42,2325345.52,1452156.78,Enviado,Tarjeta de crédito,30%,JKLMNOPQRS,22:59,Envío express
C3886,Norteamérica,Mexico,MINI HERE,Online,Alta,6/18/2020,388651931,8/7/2020,9598,255.28,159.42,2450177.44,1530113.16,Entregado,PayPal,35%,TUVWXYZ5679,15:10,Envío a domicilio
C5579,África,Liberia,MINI HERE,Online,Media,10/8/2020,557999742,10/28/2020,3378,651.21,524.96,2199787.38,1773314.88,Cancelado,Transferencia bancaria,40%,90ABCDEFGH,1:27,Envío estándar
C3353,Europa,Ireland,MINI HERE,Offline,Alta,10/16/2020,335314166,11/1/2020,5768,152.58,97.44,880081.44,562033.92,Procesando,Tarjeta de débito,45%,IJKLMNOPQR,17:38,Envío internacional
C2940,África,Morocco,MINI HERE,Offline,Crítica,5/8/2021,294081532,5/24/2021,4115,421.89,364.69,1736077.35,1500699.35,Devuelto,Efectivo,50%,STUVWXYZ13,13:49,Envío prioritario
C1781,Centroamérica y Caribe,Dominica,MINI HERE,Offline,Media,3/30/2022,178100669,5/9/2022,2801,109.28,35.84,306093.28,100387.84,Procesando,Tarjeta de crédito,5%,34567890ABC,2:05,Envío rápido
C2514,África,Cameroon,MINI HERE,Offline,Media,10/21/2020,251482903,11/6/2020,8234,668.27,502.54,5502535.18,4137914.36,Entregado,PayPal,10%,DEFGHIJKLMN,8:16,Envío terrestre
C8486,Asia,Nepal,MINI HERE,Offline,Baja,12/4/2021,848652064,12/20/2021,3860,421.89,364.69,1628495.4,1407703.4,Devuelto,Transferencia bancaria,15%,OPQRSTUVWXY,14:28,Envío seguro
C1243,Europa,Albania,MINI HERE,Online,Crítica,4/25/2022,124344480,5/16/2022,5150,205.7,117.11,1059355,603116.5,Procesando,Tarjeta de débito,20%,Z1234567891,18:40,Envío nacional
C8036,Asia,Maldives,MINI HERE,Online,Baja,7/8/2020,803608977,7/10/2020,4609,81.73,56.67,376693.57,261192.03,Enviado,Efectivo,25%,1234ABCDEFGHI,5:55,Envío económico
C7318,África,Turkey,MINI HERE,Offline,Alta,3/14/2021,731806886,4/28/2021,6775,109.28,35.84,740372,242816,Enviado,Tarjeta de crédito,30%,JKLMNOPQRS,21:10,Envío express
C5246,Australia y Oceanía,New Zealand,MINI HERE,Offline,Crítica,4/12/2022,524612033,5/1/2022,3213,154.06,90.93,494994.78,292158.09,Entregado,PayPal,35%,TUVWXYZ5679,11:22,Envío a domicilio
C4180,África,Lebanon,MINI HERE,Offline,Alta,1/27/2022,418010747,2/7/2022,7524,205.7,117.11,1547686.8,881135.64,Pendiente,Transferencia bancaria,40%,90ABCDEFGH,7:34,Envío urgente
C7183,Europa,Luxembourg,MINI HERE,Online,Baja,9/26/2020,718301856,11/12/2020,336,109.28,35.84,36718.08,12042.24,Enviado,Tarjeta de débito,45%,IJKLMNOPQR,23:49,Envío estándar
C4520,África,Togo,MINI HERE,Online,Media,9/7/2021,452096688,9/18/2021,4311,109.28,35.84,471106.08,154506.24,Cancelado,Efectivo,50%,STUVWXYZ13,16:02,Envío internacional
C5163,Europa,Hungary,MINI HERE,Offline,Alta,7/31/2021,516319072,8/31/2021,9142,81.73,56.67,747175.66,518077.14,Entregado,Tarjeta de crédito,5%,34567890ABC,3:14,Envío prioritario
C5282,Europa,Lithuania,MINI HERE,Online,Baja,5/10/2020,528205335,6/24/2020,6551,668.27,502.54,4377836.77,3292139.54,Enviado,PayPal,10%,DEFGHIJKLMN,20:25,Envío rápido
C1753,Asia,Bangladesh,MINI HERE,Offline,Media,8/19/2022,175304305,9/18/2022,5294,651.21,524.96,3447505.74,2779138.24,Procesando,Transferencia bancaria,15%,OPQRSTUVWXY,9:37,Envío terrestre
C5654,Asia,China,MINI HERE,Online,Baja,12/28/2021,565477311,1/22/2022,6157,47.45,31.79,292149.65,195731.03,Pendiente,Tarjeta de débito,20%,Z1234567891,15:48,Envío aéreo
C1768,África,Equatorial Guinea,MINI HERE,Offline,Media,6/5/2022,176898181,6/16/2022,6958,421.89,364.69,2935510.62,2537513.02,Entregado,Efectivo,25%,1234ABCDEFGHI,4:59,Envío económico
C7080,Europa,Belgium,MINI HERE,Offline,Media,8/14/2022,708053243,9/12/2022,7544,205.7,117.11,1551800.8,883477.84,Devuelto,Tarjeta de crédito,30%,JKLMNOPQRS,19:11,Envío express
C3277,África,Turkey,MINI HERE,Online,Alta,3/20/2020,327741324,3/29/2020,4796,152.58,97.44,731773.68,467322.24,Cancelado,PayPal,35%,TUVWXYZ5679,10:22,Envío a domicilio
C4250,Asia,Indonesia,MINI HERE,Offline,Media,11/7/2021,425073754,12/22/2021,7625,81.73,56.67,623191.25,432108.75,Pendiente,Transferencia bancaria,40%,90ABCDEFGH,6:34,Envío estándar
C6594,Europa,Russia,MINI HERE,Online,Baja,9/8/2021,659474360,9/25/2021,1973,9.33,6.92,18408.09,13653.16,Procesando,Tarjeta de débito,45%,IJKLMNOPQR,22:45,Envío nacional
C3106,Europa,Armenia,MINI HERE,Online,Media,1/5/2020,310679471,1/27/2020,5814,421.89,364.69,2452868.46,2120307.66,Pendiente,Efectivo,50%,STUVWXYZ13,12:57,Envío urgente
C5287,Centroamérica y Caribe,Belize,MINI HERE,Online,Crítica,10/19/2021,528737914,12/1/2021,4153,437.2,263.33,1815691.6,1093609.49,Devuelto,Tarjeta de crédito,5%,34567890ABC,1:09,Envío internacional
C2840,Europa,Finland,MINI HERE,Offline,Alta,12/30/2020,284011018,1/25/2021,4026,152.58,97.44,614287.08,392293.44,Enviado,PayPal,10%,DEFGHIJKLMN,17:20,Envío prioritario
C4171,Australia y Oceanía,Samoa ,MINI HERE,Offline,Baja,12/14/2021,417172610,12/19/2021,9501,255.28,159.42,2425415.28,1514649.42,Procesando,Transferencia bancaria,15%,OPQRSTUVWXY,13:31,Envío rápido
C4892,África,The Gambia,MINI HERE,Offline,Crítica,11/4/2020,489209020,12/5/2020,6675,437.2,263.33,2918310,1757727.75,Cancelado,Tarjeta de débito,20%,Z1234567891,2:43,Envío terrestre
C1314,Europa,Greece,MINI HERE,Online,Baja,5/25/2021,131419074,7/3/2021,8679,668.27,502.54,5799915.33,4361544.66,Entregado,Efectivo,25%,1234ABCDEFGHI,8:55,Envío aéreo
C3954,Europa,Finland,MINI HERE,Online,Crítica,1/7/2022,395414102,2/4/2022,674,47.45,31.79,31981.3,21426.46,Procesando,Tarjeta de crédito,30%,JKLMNOPQRS,14:06,Envío seguro
C6031,Centroamérica y Caribe,Trinidad and Tobago,MINI HERE,Offline,Baja,2/5/2020,603117930,3/12/2020,4853,205.7,117.11,998262.1,568334.83,Enviado,PayPal,35%,TUVWXYZ5679,18:17,Envío express
C5967,Asia,Vietnam,MINI HERE,Online,Baja,12/27/2021,596766889,1/11/2022,5439,9.33,6.92,50745.87,37637.88,Entregado,Transferencia bancaria,40%,90ABCDEFGH,5:29,Envío a domicilio
C2889,Asia,Indonesia,MINI HERE,Offline,Media,8/6/2021,288909804,8/10/2021,3686,81.73,56.67,301256.78,208885.62,Pendiente,Tarjeta de débito,45%,IJKLMNOPQR,21:40,Envío estándar
C1124,Europa,Norway,MINI HERE,Online,Media,10/16/2021,112408006,10/23/2021,2882,205.7,117.11,592827.4,337511.02,Cancelado,Efectivo,50%,STUVWXYZ13,11:51,Envío económico
C5704,África,Zimbabwe,MINI HERE,Offline,Crítica,7/27/2021,570435321,8/11/2021,3343,81.73,56.67,273223.39,189447.81,Devuelto,Tarjeta de crédito,5%,34567890ABC,7:02,Envío nacional
